competitionId	name	cityname	countryId	competitors	year	month	day
TaiwanCubingLeagueKaohsiung2015	Taiwan Cubing League - Kaohsiung 2015	Kaohsiung	Taiwan	49	2015	12	26
NanchangWinter2015	Nanchang Winter 2015	Nanchang, Jiangxi	China	85	2015	12	27
ShenzhenNewYear2016	Shenzhen New Year 2016	Shenzhen, Guangdong	China	108	2016	1	2
XianNewYear2016	Xi'an New Year 2016	Xi'an	China	64	2016	1	2
DongguanOpen2016	Dongguan Open 2016	Dongguan, Guangdong	China	77	2016	1	31
HsinchuWinterOpen2016	Hsinchu Winter Open 2016	Hsinchu	Taiwan	49	2016	1	31
BigCubesChallenge2016	Big Cubes Challenge 2016	Taipei	Taiwan	55	2016	2	27
Guangzhou3x3Days2016	Guangzhou Rubik's Cube Days 2016	Guangzhou, Guangdong	China	87	2016	3	5
AllisWell2016	All is Well 2016	Kaohsiung	Taiwan	36	2016	3	12
ShanghaiSpring2016	Shanghai Spring 2016	Shanghai	China	115	2016	3	19
QingdaoOpen2016	Qingdao Open 2016	Qingdao, Shandong	China	65	2016	3	20
QuietAnHuiUniversity2016	Quiet AnHui University 2016	Hefei, Anhui	China	14	2016	3	27
XianCherryBlossom2016	Xi'an Cherry Blossom 2016	Xi'an	China	104	2016	4	2
HuizhouOpen2016	Huizhou Open 2016	Huizhou, Guangdong	China	78	2016	4	3
ShenyangOpen2016	Shenyang Open 2016	Shenyang, Liaoning	China	315	2016	4	23
NanjingSpring2016	Nanjing Spring 2016	Nanjing	China	146	2016	4	30
ChengduOpen2016	Chengdu Open 2016	Chengdu, Sichuan	China	103	2016	5	1
TaichungCubeOpen2016	Taichung Cube Open 2016	Taichung	Taiwan	53	2016	5	1
TangshanOpen2016	Tangshan Open 2016	Tangshan	China	103	2016	5	8
XiamenOpen2016	Xiamen Open 2016	Xiamen, Fujian	China	97	2016	5	8
XianSummer2016	Xi'an Summer 2016	Xi'an, Shaanxi	China	56	2016	5	8
ShanghaiSongjiangOpen2016	Shanghai Songjiang Open 2016	Shanghai	China	129	2016	5	14
WeihaiOpen2016	Weihai Open 2016	Weihai	China	94	2016	5	15
OneNightinBeijing2016	One Night in Beijing 2016	Beijing	China	157	2016	5	28
TaiwanBlindDay2016	Taiwan Blind Day 2016	Taipei	Taiwan	15	2016	5	29
FuzhouOpen2016	Fuzhou Open 2016	Fuzhou, Fujian	China	91	2016	6	5
TaiyuanOpen2016	Taiyuan Open 2016	Taiyuan, Shanxi	China	65	2016	6	5
CubeofOddNumbers2016	Cube of Odd Numbers 2016	Zhengzhou,Henan	China	179	2016	6	18
SuzhouOpen2016	Suzhou Open 2016	Suzhou	China	151	2016	7	2
ChangchunOpen2016	Changchun Open 2016	Changchun, Jilin	China	69	2016	7	3
MaruCubeDay2016	Maru Cube Day 2016	Tainan	Taiwan	132	2016	7	9
NanchangOpen2016	Nanchang Open 2016	Nanchang, Jiangxi	China	78	2016	7	10
HefeiOpen2016	Hefei Open 2016	Hefei, Anhui	China	167	2016	7	15
ChongqingOpen2016	Chongqing Open 2016	Chongqing	China	125	2016	7	16
HappyCubingTaiwan2016	Happy Cubing Taiwan 2016	New Taipei City	Taiwan	56	2016	7	24
XiningSummerOpen2016	Xining Summer Open 2016	Xining, Qinghai	China	68	2016	7	31
JinhuaOpen2016	Jinhua Open 2016	Jinhua	China	134	2016	8	6
LinyiOpen2016	Linyi Open 2016	Linyi	China	91	2016	8	7
ShantouOpen2016	Shantou Open 2016	Shantou, Guangdong	China	123	2016	8	7
CrossstraitCubing2016	Cross-strait Cubing Exchange 2016	Guangzhou, Guangdong	China	203	2016	8	13
XianOpen2016	Xi'an Open 2016	Xi'an, Shaanxi	China	136	2016	8	13
YangzhouOpen2016	Yangzhou Open 2016	Yangzhou, Jiangsu	China	116	2016	8	17
ACARO2016	Arnold Classic Asia 2016	Hong Kong	Hong Kong	117	2016	8	20
KaohsiungOpen2016	Kaohsiung Open 2016	Kaohsiung	Taiwan	47	2016	9	25
AsianChampionship2016	Asian Championship 2016	Beijing	China	955	2016	10	1
NanjingAutumn2016	Nanjing Autumn 2016	Nanjing, Jiangsu	China	132	2016	10	16
TKKOpen2016	TKK Open 2016	Zhangzhou, Fujian	China	96	2016	10	16
TaiwanChampionship2016	Taiwan Championship 2016	Taipei	Taiwan	143	2016	10	29
ShanghaiWinterisComing2016	Shanghai Winter is Coming 2016	Shanghai	China	150	2016	11	5
WuhanOpen2016	Wuhan Open 2016	Wuhan, Hubei	China	89	2016	11	6
ZiboOpen2016	Zibo Open 2016	Zibo, Shandong	China	132	2016	11	6
TianjinOpen2016	Tianjin Open 2016	Tianjin	China	100	2016	11	12
HangzhouAutumn2016	Hangzhou Autumn 2016	Hangzhou, Zhejiang Province	China	165	2016	11	19
TaiyuanWinterOpen2016	Taiyuan Winter Open 2016	Taiyuan, Shanxi	China	76	2016	11	20
ZhenjiangOpen2016	Zhenjiang Open 2016	Zhenjiang, Jiangsu	China	112	2016	11	20
XJTUOpen2016	XJTU Open 2016	Xi'an, Shaanxi	China	110	2016	11	27
BignBlind2016	Big 'n Blind 2016	Guangzhou, Guangdong	China	71	2016	12	11
NanchangWinter2016	Nanchang Winter 2016	Nanchang, Jiangxi	China	81	2016	12	11
ShenyangWinter2016	Shenyang Winter 2016	Shenyang, Liaoning	China	138	2016	12	11
WeifangWinter2016	Weifang Winter 2016	Weifang, Shandong	China	97	2016	12	11
KaohsiungWinterOpen2016	Kaohsiung Winter Open 2016	Kaohsiung	Taiwan	47	2016	12	17
QuanzhouOpen2016	Quanzhou Open 2016	Quanzhou, Fujian	China	98	2016	12	18
ShenzhenNewYear2017	Shenzhen New Year 2017	Shenzhen, Guangdong	China	98	2017	1	1
XianNewYear2017	Xi'an New Year 2017	Xi'an, Shaanxi	China	112	2017	1	2
DongguanOpen2017	Dongguan Open 2017	Dongguan, Guangdong	China	96	2017	1	22
TaipeiOpen2017	Taipei Open 2017	New Taipei City	Taiwan	64	2017	2	11
HongKongCubeDay2017	Hong Kong Cube Day 2017	Hong Kong	Hong Kong	168	2017	2	25
AnhuiUniversitySmartOpen2017	Anhui University Smart Open 2017	Hefei, Anhui	China	65	2017	3	11
ShanghaiSpring2017	Shanghai Spring 2017	Shanghai	China	142	2017	3	18
WuhanChuyunSpring2017	Wuhan Chuyun Spring 2017	Wuhan, Hubei	China	87	2017	3	19
ZUAOpen2017	ZUA Open 2017	Zhengzhou, Henan	China	179	2017	3	25
GDSYOpen2017	GDSY Open 2017	Guangzhou, Guangdong	China	139	2017	3	26
QingdaoPrimeNumbers2017	Qingdao Prime Numbers 2017	Qingdao, Shandong	China	103	2017	3	26
XianCherryBlossom2017	Xi'an Cherry Blossom 2017	Xi'an, Shanxi	China	214	2017	4	2
AllisWell2017	All is Well 2017	Tainan	Taiwan	47	2017	4	8
ZhangzhouSpring2017	Zhangzhou Spring 2017	Zhangzhou, Fujian	China	72	2017	4	9
NanchangSpring2017	Nanchang Spring 2017	Nanchang, Jiangxi	China	112	2017	4	15
GuangzhouSCUT2017	Guangzhou SCUT 2017	Guangzhou, Guangdong	China	99	2017	4	22
LanzhouSpring2017	Lanzhou Spring 2017	Lanzhou, Gansu	China	75	2017	4	22
ChengduOpen2017	Chengdu Open 2017	Chengdu, Sichuan	China	139	2017	4	29
NanjingSpring2017	Nanjing Spring 2017	Nanjing, Jiangsu	China	201	2017	4	30
WeihaiOpen2017	Weihai Open 2017	Weihai, Shandong	China	138	2017	4	30
WenzhouOpen2017	Wenzhou Open 2017	Wenzhou, Zhejiang	China	74	2017	4	30
ChangshaXiangmo2017	Changsha Xiangmo 2017	Changsha, Hunan	China	81	2017	5	6
TaiyuanOpen2017	Taiyuan Open 2017	Taiyuan, Shanxi	China	87	2017	5	7
ShenyangSpring2017	Shenyang Spring 2017	Shenyang, Liaoning	China	232	2017	5	13
NanningOpen2017	Nanning Open 2017	Nanning, Guangxi	China	72	2017	5	14
XiamenOpen2017	Xiamen Open 2017	Xiamen, Fujian	China	93	2017	5	14
ShanghaiLoveInECNU2017	Shanghai Love In ECNU 2017	Shanghai	China	145	2017	5	20
WuhanNxNOpen2017	Wuhan NxN Open 2017	Wuhan, Hubei	China	119	2017	5	20
HuaibeiOpen2017	Huaibei Open 2017	Huaibei, Anhui	China	44	2017	5	21
FuzhouOpen2017	Fuzhou Open 2017	Fuzhou, Fujian	China	114	2017	5	28
TangshanOpen2017	Tangshan Open 2017	Tangshan, Hebei	China	111	2017	5	28
ZhuhaiOpen2017	Zhuhai Open 2017	Zhuhai, Guangdong	China	137	2017	5	29
HKSideEventDay2017	Hong Kong Side Event Day 2017	Hong Kong	Hong Kong	50	2017	6	3
TaiwanBlindDay2017	Taiwan Blind Day 2017	Taipei	Taiwan	20	2017	6	4
ZUSTOpen2017	ZUST Open 2017	Hangzhou, Zhejiang	China	127	2017	6	10
KaohsiungSummerOpen2017	Kaohsiung Summer Open 2017	Kaohsiung	Taiwan	47	2017	6	11
LuoyangOpen2017	Luoyang Open 2017	Luoyang, Henan	China	101	2017	6	11
MaomingOpen2017	Maoming Open 2017	Maoming, Guangdong	China	90	2017	6	11
ChaozhouOpen2017	Chaozhou Open 2017	Chaozhou, Guangdong	China	53	2017	6	18
BeijingOpen2017	Beijing Open 2017	Beijing	China	280	2017	6	24
QuanzhouOpen2017	Quanzhou Open 2017	Quanzhou, Fujian	China	113	2017	7	2
ChangshuOpen2017	Changshu Open 2017	Suzhou, Jiangsu Province	China	102	2017	7	8
LongyanSummerOpen2017	Longyan Summer Open 2017	Longyan, Fujian	China	79	2017	7	9
MaruCubeDay2017	Maru Cube Day 2017	Tainan	Taiwan	119	2017	7	15
ChinaChampionship2017	China Championship 2017	Xi'an, Shaanxi	China	566	2017	7	28
LanyangOpen2017	Lanyang Open 2017	Yilan	Taiwan	49	2017	7	29
InnerMongoliaSummer2017	Inner Mongolia Summer 2017	Hohhot, Inner Mongolia	China	158	2017	8	5
WuxiOpen2017	Wuxi Open 2017	Wuxi, Jiangsu	China	132	2017	8	5
CoconutIslandOpen2017	Coconut Island Open 2017	Haikou, Hainan	China	101	2017	8	6
CrossstraitCubing2017	Cross-strait Cubing Exchange 2017	Taichung	Taiwan	127	2017	8	12
NingxiaOpen2017	Ningxia Open 2017	Yinchuan, Ningxia	China	75	2017	8	13
QuanzhouSideEvent2017	Quanzhou Side Event 2017	Quanzhou, Fujian	China	120	2017	8	19
ShantouOpen2017	Shantou Open 2017	Shantou, Guangdong	China	145	2017	8	20
YangzhouOpen2017	Yangzhou Open 2017	Yangzhou, Jiangsu	China	346	2017	8	20
HongKongOpen2017	Hong Kong Open 2017	Hong Kong	Hong Kong	165	2017	8	26
KaohsiungAutumnOpen2017	Kaohsiung Autumn Open 2017	Kaohsiung	Taiwan	48	2017	9	10
SuzhouOpen2017	Suzhou Open 2017	Suzhou	China	115	2017	9	16
BeijingTenYearsOpen2017	Beijing Ten Years Open 2017	Beijing	China	194	2017	9	17
XuchangOpen2017	Xuchang Open 2017	Xuchang, Henan	China	83	2017	9	24
China10years2017	China's 10th Anniversary Championship 2017	Guangzhou, Guangdong	China	600	2017	10	1
HefeiOpen2017	Hefei Open 2017	Hefei	China	194	2017	10	5
YunnanOpen2017	Yunnan Open 2017	Kunming, Yunnan	China	55	2017	10	7
XPUOpen2017	XPU Open 2017	Xi'an, Shaanxi	China	105	2017	10	14
HUSTSpecialCubesOpen2017	HUST Special Cubes Open 2017	Wuhan, Hubei	China	56	2017	10	15
TaiyuanAutumn2017	Taiyuan Autumn 2017	Taiyuan, Shanxi	China	114	2017	10	15
XiamenAutumn2017	Xiamen Autumn 2017	Xiamen, Fujian	China	103	2017	10	15
ZhanjiangOpen2017	Zhanjiang Open 2017	Zhanjiang, Guangdong	China	70	2017	10	22
GuilinOpen2017	Guilin Open 2017	Guilin, Guangxi	China	70	2017	10	29
NanjingAutumn2017	Nanjing Autumn 2017	Nanjing, Jiangsu	China	136	2017	11	4
ZhongshanOpen2017	Zhongshan Open 2017	Zhongshan	China	319	2017	11	4
FuzhouAutumn2017	Fuzhou Autumn 2017	Fuzhou, Fujian	China	82	2017	11	5
NanchangOpen2017	Nanchang Open 2017	Nanchang, Jiangxi	China	111	2017	11	11
HDUOpen2017	HDU Open 2017	Hangzhou, Zhejiang	China	134	2017	11	18
JinanOpen2017	Jinan Open 2017	Jinan, Shandong	China	111	2017	11	18
TKKOpen2017	TKK Open 2017	Zhangzhou, Fujian	China	102	2017	11	19
JiaozuoOpen2017	Jiaozuo Open 2017	Jiaozuo, Henan	China	214	2017	11	25
WHURubiksCubeDays2017	WHU Rubik's Cube Days 2017	Wuhan, Hubei	China	140	2017	11	25
ShijiazhuangOpen2017	Shijiazhuang Open 2017	Shijiazhuang, Hebei	China	114	2017	11	26
DalianWinter2017	Dalian Winter 2017	Dalian, Liaoning	China	114	2017	12	3
ShenzhenOpen2017	Shenzhen Open 2017	Shenzhen, Guangdong	China	111	2017	12	3
TaiwanChampionship2017	Taiwan Championship 2017	New Taipei City	Taiwan	115	2017	12	8
BignBlind2017	Big 'n Blind 2017	Guangzhou, Guangdong	China	82	2017	12	10
ZhenjiangOpen2017	Zhenjiang Open 2017	Zhenjiang, Jiangsu	China	137	2017	12	10
HeilongjiangCollegesOpen2017	Heilongjiang Colleges Open 2017	Harbin, Heilongjiang	China	136	2017	12	17
ZiboOpen2017	Zibo Open 2017	Zibo, Shandong	China	111	2017	12	23
ChongqingOpen2017	Chongqing Open 2017	Chongqing	China	162	2017	12	30
JinhuaNewYearsDay2018	Jinhua New Year's Day 2018	Jinhua, Zhejiang	China	134	2018	1	1
XianNewYear2018	Xi'an New Year 2018	Xi'an, Shaanxi	China	190	2018	1	1
ShanghaiWinter2018	Shanghai Winter 2018	Shanghai	China	154	2018	1	20
CubingTainan2018	Cubing Tainan 2018	Tainan	Taiwan	62	2018	1	28
FushunOpen2018	Fushun Open 2018	Fushun, Liaoning	China	114	2018	1	28
InnerMongoliaWinter2018	Inner Mongolia Winter 2018	Hohhot	China	122	2018	2	3
HsinchuWinterOpen2018	Hsinchu Winter Open 2018	Hsinchu	Taiwan	72	2018	2	4
YangjiangOpen2018	Yangjiang Open 2018	Yangjiang, Guangdong	China	88	2018	2	10
DongguanOpen2018	Dongguan Open 2018	Dongguan, Guangdong	China	155	2018	3	4
KaohsiungSpringOpen2018	Kaohsiung Spring Open 2018	Kaohsiung	Taiwan	40	2018	3	11
HangzhouSpring2018	Hangzhou Spring 2018	Hangzhou	China	141	2018	3	17
GDSYOpen2018	GDSY Open 2018	Guangzhou, Guangdong	China	250	2018	3	24
HubeiUniversityShahuSpring2018	Hubei University Shahu Spring 2018	Wuhan, Hubei	China	107	2018	3	25
QingdaoOpen2018	Qingdao Open 2018	Qingdao, Shandong	China	110	2018	3	25
MoreThanOneCube2018	More Than One Cube 2018	Shanghai	China	39	2018	3	31
CrossstraitCubingExchange2018	Cross-strait Cubing Exchange 2018	Zhuhai, Guangdong	China	176	2018	4	6
XianCherryBlossom2018	Xi'an Cherry Blossom 2018	Xi'an	China	302	2018	4	6
AllisWell2018	All is Well 2018	Tainan	Taiwan	35	2018	4	14
LuoyangSpring2018	Luoyang Spring 2018	Luoyang, Henan	China	102	2018	4	15
KunshanOpen2018	Kunshan Open 2018	Suzhou	China	141	2018	4	21
LanzhouOpen2018	Lanzhou Open 2018	Lanzhou, Gansu	China	73	2018	4	22
QinhuangdaoOpen2018	Qinhuangdao Open 2018	Qinhuangdao, Hebei	China	120	2018	4	22
ChangshaXiangmo2018	Changsha Xiangmo 2018	Changsha, Hunan	China	106	2018	4	29
ChengduOpen2018	Chengdu Open 2018	Chengdu	China	181	2018	4	29
BeijingOpen2018	Beijing Open 2018	Beijing	China	438	2018	4	30
GuangdongOpen2018	Guangdong Open 2018	Guangzhou, Guangdong	China	284	2018	4	30
NanjingSpring2018	Nanjing Spring 2018	Nanjing, Jiangsu	China	335	2018	4	30
NanchangSummerIsComing2018	Nanchang Summer Is Coming 2018	Nanchang, Jiangxi	China	126	2018	5	5
YouMayOpen2018	You May Open 2018	Hefei	China	73	2018	5	6
FujianChampionship2018	Fujian Championship 2018	Xiamen, Fujian	China	123	2018	5	12
WeihaiOpen2018	Weihai Open 2018	Weihai, Shandong	China	186	2018	5	12
ShanghaiLoveinECNU2018	Shanghai Love in ECNU 2018	Shanghai	China	158	2018	5	19
TaiwanBlindDay2018	Taiwan Blind Day 2018	Taipei City	Taiwan	19	2018	5	20
ZHBITOpen2018	ZHBIT Open 2018	Zhuhai, Guangdong	China	82	2018	5	20
HUSTOpen2018	HUST Open 2018	Wuhan, Hubei	China	111	2018	5	26
CKCubingParty2018	CK Cubing Party 2018	Taipei	Taiwan	73	2018	5	27
DalianOpen2018	Dalian Open 2018	Dalian, Liaoning	China	140	2018	5	27
LishuiUniversityOpen2018	Lishui University Open 2018	Lishui, Zhejiang	China	136	2018	6	2
ZhongshanChildrensCubeDay2018	Zhongshan Children's Cube Day 2018	Zhongshan, Guangdong	China	174	2018	6	2
HarbinOpen2018	Harbin Open 2018	Harbin, Heilongjiang	China	134	2018	6	9
GuilinOpen2018	Guilin Open 2018	Guilin, Guangxi	China	112	2018	6	10
ShijiazhuangOpen2018	Shijiazhuang Open 2018	Shijiazhuang, Hebei	China	150	2018	6	10
NanchangDragonboatOpen2018	Nanchang Dragon-boat Open 2018	Nanchang, Jiangxi	China	95	2018	6	17
TangshanOpen2018	Tangshan Open 2018	Tangshan, Hebei	China	80	2018	6	17
XuzhouOpen2018	Xuzhou Open 2018	Xuzhou	China	135	2018	6	17
ChangchunOpen2018	Changchun Open 2018	Changchun, Jilin	China	102	2018	6	18
ShenyangOpen2018	Shenyang Open 2018	Shenyang, Liaoning	China	328	2018	6	23
TianjinSummerOpen2018	Tianjin Summer Open 2018	Tianjin	China	177	2018	6	24
MaruX2018	Maru X 2018	Tainan	Taiwan	153	2018	6	30
PleaseBeQuietBeijing2018	Please Be Quiet Beijing 2018	Beijing	China	45	2018	6	30
SJTUOpen2018	SJTU Open 2018	Shanghai	China	112	2018	6	30
HuizhouOpen2018	Huizhou Open 2018	Huizhou, Guangdong	China	72	2018	7	1
LinfenOpen2018	Linfen Open 2018	Linfen, Shanxi	China	112	2018	7	8
NanchangMediumnSmallCubes2018	Nanchang Medium & Small Cubes 2018	Nanchang, Jiangxi	China	91	2018	7	8
HefeiSummer2018	Hefei Summer 2018	Hefei, Anhui	China	201	2018	7	14
WuxiTrytoGetaMean2018	Wuxi Try to Get a Mean 2018	Wuxi, Jiangsu	China	77	2018	7	14
ZhangzhouOpen2018	Zhangzhou Open 2018	Zhangzhou, Fujian	China	88	2018	7	14
BaojiOpen2018	Baoji Open 2018	Baoji, Shaanxi	China	92	2018	7	21
ShenzhenOpen2018	Shenzhen Open 2018	Shenzhen, Guangdong	China	275	2018	7	21
NanningOpen2018	Nanning Open 2018	Nanning, Guangxi	China	138	2018	7	28
BeijingSummer2018	Beijing Summer 2018	Beijing	China	324	2018	7	29
LongyanOpen2018	Longyan Open 2018	Longyan, Fujian	China	105	2018	8	5
MeizhouOpen2018	Meizhou Open 2018	Meizhou, Guangdong	China	109	2018	8	5
NingxiaOpen2018	Ningxia Open 2018	Yinchuan, Ningxia	China	78	2018	8	5
ShenyangSummer2018	Shenyang Summer 2018	 Shenyang, Liaoning	China	186	2018	8	5
SuzhouOpen2018	Suzhou Open 2018	Suzhou	China	117	2018	8	5
JieyangOpen2018	Jieyang Open 2018	Jieyang, Guangdong	China	89	2018	8	12
AsianChampionship2018	WCA Asian Championship 2018	New Taipei City	Taiwan	346	2018	8	17
QianjiangSummerOpen2018	Qianjiang Summer Open 2018	Qianjiang, Hubei	China	117	2018	8	25
ZhanjiangOpen2018	Zhanjiang Open 2018	Zhanjiang, Guangdong	China	82	2018	8	26
JiujiangOpen2018	Jiujiang Open 2018	Jiujiang, Jiangxi	China	63	2018	9	8
ZhongshanNxNSpeedcubing2018	Zhongshan NxN Speedcubing 2018	Zhongshan, Guangdong	China	113	2018	9	9
QuanzhouOpen2018	Quanzhou Open 2018	Quanzhou, Fujian	China	94	2018	9	16
DongguanMidAutumnFestival2018	Dongguan Mid-Autumn Festival 2018	Dongguan, Guangdong	China	107	2018	9	22
WuhanUniversityOpen2018	Wuhan University Open 2018	Wuhan, Hubei	China	76	2018	9	22
ChinaChampionship2018	China Championship 2018	Beijing	China	539	2018	10	2
YunnanOpen2018	Yunnan Open 2018	Kunming, Yunnan	China	79	2018	10	6
KaohsiungAutumnOpen2018	Kaohsiung Autumn Open 2018	Kaohsiung	Taiwan	75	2018	10	7
NingboOpen2018	Ningbo Open 2018	Ningbo	China	116	2018	10	13
LanzhouAutumn2018	Lanzhou Autumn 2018	Lanzhou, Gansu	China	78	2018	10	14
WuxiAutumn2018	Wuxi Autumn 2018	Wuxi, Jiangsu	China	112	2018	10	20
WITOpen2018	WIT Open 2018	Wuhan, Hubei	China	89	2018	10	21
XianOpen2018	Xi'an Open 2018	Xi'an, Shaanxi	China	187	2018	10	27
ShantouOpen2018	Shantou Open 2018	Shantou, Guangdong	China	85	2018	10	28
HangzhouOpen2018	Hangzhou Open 2018	Hangzhou, Zhejiang	China	185	2018	11	10
MaomingOpen2018	Maoming Open 2018	Maoming, Guangdong	China	55	2018	11	11
NanjingAutumn2018	Nanjing Autumn 2018	Nanjing, Jiangsu	China	110	2018	11	17
ShenzhenNanshan2018	Shenzhen Nanshan 2018	Shenzhen, Guangdong	China	138	2018	11	18
TaipeiWinterOpen2018	Taipei Winter Open 2018	Taipei	Taiwan	97	2018	11	18
ChengduWinterOpen2018	Chengdu Winter Open 2018	Chengdu, Sichuan Province	China	133	2018	11	24
FuzhouOpen2018	Fuzhou Open 2018	Fuzhou, Fujian	China	118	2018	11	24
WuhuOpen2018	Wuhu Open 2018	Wuhu	China	135	2018	11	24
XuzhouWinter2018	Xuzhou Winter 2018	Xuzhou, Jiangsu	China	126	2018	11	24
ZiboOpen2018	Zibo Open 2018	Zibo, Shandong	China	142	2018	12	1
QinhuangdaoWinter2018	Qinhuangdao Winter 2018	Qinhuangdao, Hebei	China	109	2018	12	2
ZhengzhouOpen2018	Zhengzhou Open 2018	Zhengzhou, Henan	China	124	2018	12	2
ChongqingOpen2018	Chongqing Open 2018	Chongqing	China	201	2018	12	8
BignBlindGuangzhou2018	Big 'n Blind Guangzhou 2018	Guangzhou, Guangdong	China	77	2018	12	9
PKU2018	Peking University 2018	Beijing	China	33	2018	12	9
WHUTOpen2018	WHUT Open 2018	Wuhan, Hubei	China	81	2018	12	9
XiamenOpen2018	Xiamen Open 2018	Xiamen, Fujian	China	74	2018	12	9
TaiwanChampionship2018	Taiwan Championship 2018	New Taipei City	Taiwan	134	2018	12	15
WenzhouOpen2018	Wenzhou Open 2018	Wenzhou, Zhejiang	China	90	2018	12	15
ShijiazhuangWinter2018	Shijiazhuang Winter 2018	Shijiazhuang, Hebei	China	169	2018	12	16
MudanjiangOpen2018	Mudanjiang Open 2018	Mudanjiang, Heilongjiang	China	117	2018	12	22
TaiyuanWinter2018	Taiyuan Winter 2018	Taiyuan, Shanxi	China	161	2018	12	22
SJTUWinterOpen2018	SJTU Winter Open 2018	Shanghai	China	168	2018	12	30
BeijingWinter2018	Beijing Winter 2018	Beijing	China	225	2018	12	31
DongguanOpen2019	Dongguan Open 2019	Dongguan, Guangdong	China	114	2019	1	13
YangjiangOpen2019	Yangjiang Open 2019	Yangjiang, Guangdong	China	36	2019	1	19
HongKongCubeDay2019	Hong Kong Cube Day 2019	Hong Kong	Hong Kong	150	2019	1	26
InnerMongoliaWinter2019	Inner Mongolia Winter 2019	Hohhot, Inner Mongolia	China	109	2019	1	26
TaipeiPeaceOpen2019	Taipei Peace Open 2019	Taipei	Taiwan	84	2019	1	26
JieyangWinter2019	Jieyang Winter 2019	Jieyang, Guangdong	China	100	2019	1	27
ShenyangNewYear2019	Shenyang New Year 2019	Shenyang, Liaoning	China	140	2019	1	27
TaichungCubingOpen2019	Taichung Cubing Open 2019	Taichung	Taiwan	98	2019	2	16
Shenzhen3x3Days2019	Shenzhen 3x3 Days 2019	Shenzhen, Guangdong	China	140	2019	3	2
XianyangOpen2019	Xianyang Open 2019	Xianyang, Shaanxi	China	135	2019	3	3
ZhuyuangangOpen2019	Zhuyuangang Open 2019	Tainan	Taiwan	77	2019	3	16
GDSYOpen2019	GDSY Open 2019	Guangzhou, Guangdong	China	270	2019	3	23
HefeiSpring2019	Hefei Spring 2019	Hefei, Anhui	China	188	2019	3	23
FuzhouSpring2019	Fuzhou Spring 2019	Fuzhou, Fujian	China	101	2019	3	24
WuhanChuyunSpring2019	Wuhan Chuyun Spring 2019	Wuhan, Hubei	China	95	2019	3	24
QingdaoSpring2019	Qingdao Spring 2019	Qingdao, Shangdong	China	114	2019	3	31
TaipeiAlmostWithoutNxN2019	Taipei Almost Without NxN 2019	Taipei	Taiwan	51	2019	3	31
AnyangOpen2019	Anyang Open 2019	Anyang, Henan	China	118	2019	4	6
QinhuangdaoOpen2019	Qinhuangdao Open 2019	Qinhuangdao, Hebei	China	120	2019	4	6
WeihaiOpen2019	Weihai Open 2019	Weihai, Shandong	China	189	2019	4	6
YanchengSpring2019	Yancheng Spring 2019	Yancheng, Jiangsu	China	121	2019	4	6
FMCShanghai2019	FMC Shanghai 2019	Shanghai	China	19	2019	4	13
XianCherryBlossom2019	Xi'an Cherry Blossom 2019	Xi'an, Shaanxi	China	230	2019	4	13
ChangshaSpringOpen2019	Changsha Spring Open 2019	Changsha, Hunan	China	81	2019	4	14
KunshanOpen2019	Kunshan Open 2019	Suzhou, Jiangsu	China	148	2019	4	20
NanchangOpen2019	Nanchang Open 2019	Nanchang, Jiangxi	China	102	2019	4	20
ShanghaiMemoryNightmare2019	Shanghai Memory Nightmare 2019	Shanghai	China	25	2019	4	20
DalianSpring2019	Dalian Spring 2019	Dalian, Liaoning	China	141	2019	4	21
DongguanSpring2019	Dongguan Spring 2019	Dongguan, Guangdong	China	113	2019	4	21
HCHS10thAnniversary2019	HCHS 10th Anniversary 2019	Hsinchu	Taiwan	77	2019	4	21
PekingUniversitySpring2019	Peking University Spring 2019	Beijing	China	46	2019	4	21
WuhuOpen2019	Wuhu Open 2019	Wuhu	China	94	2019	4	27
ChengduOpen2019	Chengdu Open 2019	Chengdu, Sichuan	China	183	2019	5	1
GuiyangOpen2019	Guiyang Open 2019	Guiyang, Guizhou	China	163	2019	5	1
XuzhouSpring2019	Xuzhou Spring 2019	Xuzhou, Jiangsu	China	143	2019	5	1
WuhanOpen2019	Wuhan Open 2019	Wuhan, Hubei	China	141	2019	5	2
XiamenOpen2019	Xiamen Open 2019	Xiamen, Fujian	China	76	2019	5	4
AllisWellTainan2019	All is Well Tainan 2019	Tainan	Taiwan	47	2019	5	5
LanzhouSpring2019	Lanzhou Spring 2019	Lanzhou, Gansu	China	101	2019	5	11
HangzhouOpen2019	Hangzhou Open 2019	Hangzhou, Zhejiang	China	151	2019	5	18
HengyangOpen2019	Hengyang Open 2019	Hengyang, Hunan	China	76	2019	5	18
AHAUOpen2019	AHAU Open 2019	Hefei, Anhui	China	86	2019	5	19
TangshanOpen2019	Tangshan Open 2019	Tangshan, Hebei	China	79	2019	5	19
ZHBITOpen2019	ZHBIT Open 2019	Zhuhai, Guangdong	China	61	2019	5	19
ChienKuoCubingParty2019	Chien Kuo Cubing Party 2019	Taipei	Taiwan	145	2019	5	26
KunmingOpen2019	Kunming Open 2019	Kunming, Yunnan	China	66	2019	5	26
ZhengzhouOpen2019	Zhengzhou Open 2019	Zhengzhou, Henan	China	97	2019	5	26
ZhongshanChildrensDay2019	Zhongshan Children's Cube Day 2019	Zhongshan, Guangdong	China	370	2019	6	1
